respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.05553945383382184,0.2927645439306055
26708,0.04692369147699446,0.04529623412267507
26709,0.41187504437368877,0.590441784585618
26710,0.4985815987316441,0.8808263051996518
26711,0.1626383916550949,0.46908631017034547
26712,0.45532774089394107,0.9231068823931139
26713,0.3414352485883971,0.5801109334608315
26714,0.14591745560613803,0.2215536694544336
26715,0.040685173216777726,0.15404873126397264
26716,0.21323749631524827,0.8883702222549569
26717,0.011661020387667245,0.2735987457203547
26718,0.21907541282132637,0.5498076049560108
26719,0.07359902785515826,0.9185249522854583
26720,0.06697842662451108,0.22366376423687903
26721,0.3163572677688976,0.3458277935130985
26722,0.07727524714018917,0.09255324131354638
26723,0.6692457600943311,0.8587086379847458
26724,0.12430720581206556,0.6410484737921545
26725,0.02587494493562019,0.06577591779196151
26726,0.013054213703028618,0.03164299524136369
26727,0.35337988464060166,0.848622102298111
26728,0.17062671129794255,0.6021230602567783
26729,0.43457510205397765,0.9109558190088326
26730,0.037279905735711265,0.198751450105402
26731,0.019995887325533777,0.3467502686588417
26732,0.08583734673349032,0.07126751155412321
26733,0.920769779366758,0.9545215219525105
26734,0.8849057350702978,0.387386671018576
26735,0.15158871205208216,0.48578171843485757
26736,0.05894276126108109,0.16799446718811784
26737,0.08315304654660823,0.1026923115985157
26738,0.5873607764256046,0.8341321242246643
26739,0.1217072970611795,0.2782695808599366
26740,0.12742590803565262,0.13147857734318077
26741,0.20797928692668477,0.9033669653527698
26742,0.10331993276695071,0.4402126497942735
26743,0.04462650632578421,0.5714215528938004
26744,0.0573961972594062,0.6621918916388706
26745,0.10564175018222291,0.936366022975847
26746,0.11529398307737689,0.3477962554579775
26747,0.06971921883024945,0.17962597364807176
26748,0.09405751311397607,0.033870171632702485
26749,0.10769093210600046,0.7053593315755747
26750,0.6639819226122926,0.9287598820546121
26751,0.305092925655604,0.7227016706547459
26752,0.02484992182247656,0.019184221331160947
26753,0.220899302804305,0.6891420825739838
26754,0.13209102202519354,0.6456841351985333
26755,0.09222956543760467,0.3634690661869638
26756,0.019172277411068656,0.03311325000834584
26757,0.3791292405329018,0.5036825474350127
26758,0.7022141002451376,0.896070832866334
26759,0.039072811709492526,0.22306588464811863
26760,0.013431318257878008,0.026779604961223308
26761,0.16659199915078415,0.6095328381836026
26762,0.1297370759266741,0.8269887321433033
26763,0.8970062347067829,0.9710128674771749
26764,0.9228929750724243,0.9673684312203242
26765,0.029533165122884977,0.6904885041478119
26766,0.09869017835045477,0.18466829268944987
26767,0.7752622597101666,0.7597131579629971
26768,0.012408484641602354,0.4151414064084953
26769,0.11672035150566581,0.1595026734853507
26770,0.08785392782262316,0.5250415888346223
26771,0.048096904871668816,0.19439795107732666
26772,0.05345189819473922,0.4321595290056121
26773,0.013458563402794561,0.4815732259678603
26774,0.0292867810757001,0.5669797421706031
26775,0.07941147449114144,0.5222269605351294
26776,0.3777783060274483,0.30616276620415817
26777,0.10440270466479189,0.9480762119989796
26778,0.1143705439478465,0.09194283197475105
26779,0.12596877595780298,0.517335527259758
26780,0.1063914617370368,0.9643551486186845
26781,0.04087795438741838,0.4762680620539386
26782,0.04687034934949678,0.2846269741718246
26783,0.0668220147272231,0.31129796202434873
26784,0.41664631636214494,0.8899680326528597
26785,0.3375975301236981,0.573459410484193
26786,0.0852025865204552,0.28978690625725895
26787,0.0958677533076996,0.49014827962239543
26788,0.10065727335824524,0.9130704193991824
26789,0.011505426300118046,0.23745183271610282
26790,0.06479766067565873,0.287241830289921
26791,0.07886246813564532,0.12619878325269437
26792,0.19867753210093336,0.7465188305931407
26793,0.12104367449500461,0.9000626770557113
26794,0.7744335321198941,0.895040876775612
26795,0.04943919422445309,0.958325031366964
26796,0.07556661484061913,0.059510025125861045
26797,0.10969541974725783,0.642944056301803
26798,0.20464793007410076,0.15804784055792057
26799,0.25943866219856715,0.20632635868237328
26800,0.03436991002650999,0.9207803510092121
26801,0.25547840207244815,0.408898965321927
26802,0.07627546393905821,0.1536001336902633
26803,0.06550843928959879,0.17688550321009344
26804,0.07222364143852654,0.12680725063648718
26805,0.08456107801650993,0.21393421228776371
26806,0.07927651959288282,0.9181068727578956
26807,0.6869828230748882,0.9592042432920248
26808,0.2738882065341458,0.5884025255580709
26809,0.7390931593881181,0.14312907166612507
26810,0.0416731042821004,0.1128926790054403
26811,0.04719269824923116,0.0534674287579462
26812,0.17355554466317577,0.631803741139221
26813,0.33478402038048705,0.32618668212336477
26814,0.03327487805741658,0.4910161884873821
26815,0.03977971371162147,0.08589690762816507
26816,0.052403925694555445,0.22038873542168347
26817,0.171309282445831,0.7766415120397179
26818,0.05628199660821424,0.2765582104200988
26819,0.411798860482854,0.4334111308172118
26820,0.08015381527838593,0.26889138740273755
26821,0.08599126396296052,0.5500675958043563
26822,0.2752586724968347,0.6376612862405031
26823,0.44746585562700575,0.585354269441094
26824,0.03694369851708014,0.6899949301905518
26825,0.3574864639608719,0.7319804662816535
26826,0.0898468679347079,0.7535716788250042
26827,0.035600586628683276,0.09107981061513187
26828,0.16100185960295216,0.6869006545646723
26829,0.6190584341772609,0.9308633011280751
26830,0.07485942201981784,0.7689414480394025
26831,0.23640713796969637,0.8638900600290144
26832,0.13142975571351764,0.8486229515359199
26833,0.0046543187154798925,0.2933083840241991
26834,0.0927578880296812,0.3991837429101625
26835,0.382484686042478,0.898995631669804
26836,0.15475961256112836,0.6472176824011204
26837,0.03280614220802516,0.010303577950725437
26838,0.10892091490522969,0.4717144033165425
26839,0.14511855517674085,0.5149081235313782
26840,0.09059592363788167,0.13445468867019814
26841,0.355836328475458,0.8010147840123906
26842,0.07558246581842515,0.19230923561906693
26843,0.039352650800476584,0.015310102811373523
26844,0.07475358398870655,0.5500465602734254
26845,0.04325844568660695,0.6647938956549023
26846,0.06818616769903199,0.7596276225011095
26847,0.32401354391680215,0.11235142047182037
26848,0.04617314609262679,0.6776812408321163
26849,0.12133114680944858,0.5473745614081188
26850,0.44566835653344,0.6061944663798677
26851,0.031032962951430827,0.06120154333443342
26852,0.03647163267765781,0.06788749403282288
26853,0.5174062063050152,0.5998669606511782
26854,0.015547976249844542,0.06912309176818408
26855,0.5937396882749403,0.8640342668555689
26856,0.10557834675169446,0.026937806460662087
26857,0.4143591749458221,0.15634400834357987
26858,0.13568794135528398,0.6330155833724174
26859,0.07251503338379264,0.08636088621635697
26860,0.12652872669599527,0.09474396410550327
26861,0.10257948467100503,0.080197004126554
26862,0.10526807037510487,0.2664005572823711
26863,0.2134647559151245,0.43334127312874127
26864,0.5002937170949641,0.37387376613697226
26865,0.014581142555130691,0.037944058434214153
26866,0.25984722992697357,0.6906699826530891
26867,0.11039330494478959,0.17745651934198858
26868,0.7743848209548051,0.9444882586636596
26869,0.09926484671990234,0.2934466035867421
26870,0.6142171591358269,0.8598296974884644
26871,0.053684832826368926,0.04857229262527874
26872,0.03910470019418134,0.2716128402968648
26873,0.13361091807588135,0.8384763829465488
26874,0.046561152729421934,0.09398495018790914
26875,0.6408952167389627,0.9223376990029666
26876,0.0483772524681575,0.048739383729118665
26877,0.03976526949813902,0.08728071943043521
26878,0.13280309071594162,0.14812418021315504
26879,0.011024820524298371,0.0177756655085035
26880,0.03740218687790035,0.07661459720358728
26881,0.02975888170935059,0.0824082609381134
26882,0.019835176046783,0.06742628456259649
26883,0.06400967235862706,0.25167684420034947
26884,0.07977057735900536,0.20682719814273007
26885,0.22170611430204468,0.8278817389734708
26886,0.09790217395847993,0.761804847265764
26887,0.6340247027750218,0.894392399875803
26888,0.8761126679683879,0.944549756054511
26889,0.0424081002555029,0.1394046631488074
26890,0.08361632734912985,0.2974622768088698
26891,0.2564395303679124,0.46261027879036226
26892,0.13439060618535204,0.8465772176177472
26893,0.052575504139833085,0.2076141881494234
26894,0.20910166536463176,0.3138065330357298
26895,0.07486790034229308,0.8533957164081827
26896,0.04659110903163563,0.07606334725132531
26897,0.057755144524892665,0.3742478245468531
26898,0.2530135274371419,0.7099199158393553
26899,0.044488310027231553,0.05320303152785368
26900,0.14260625845015507,0.2684711332466838
26901,0.005840800245919841,0.22862918117564504
26902,0.2813234227618388,0.9490874917168717
26903,0.13056527296868972,0.03947454346398091
26904,0.045102378282392004,0.3195072943169806
26905,0.3657690751865785,0.8024383335438592
26906,0.07071712860941838,0.3529837622403488
26907,0.009544080738141725,0.5455003171210228
26908,0.13404694418815477,0.7298836345103225
26909,0.06749797220179078,0.2685831389238636
26910,0.10592167486191288,0.20994549814690888
26911,0.03942372816366277,0.057247061097334455
26912,0.42040256423982075,0.9385455872056478
26913,0.7479723833742614,0.8929147883992625
26914,0.055231722208168244,0.12707920687203456
26915,0.13435417752355291,0.6934814482768078
26916,0.0667564739699409,0.37107242147876485
26917,0.004339807959914274,0.010452774087700121
26918,0.7503373461959483,0.9234121921640296
26919,0.3112963631847042,0.612271604857991
26920,0.020723096533811148,0.11495574863827523
26921,0.11844461249859399,0.8589498768917957
26922,0.058404766425755004,0.6776858034440216
26923,0.1004884957858591,0.5434794017371625
26924,0.6552212987944929,0.8945117028844525
26925,0.10825922807539107,0.6168804236533005
26926,0.5977231160522397,0.4369222665708721
26927,0.35449694454091396,0.679834338886089
26928,0.056243962464802795,0.5266184579273704
26929,0.11848988454606163,0.20035305214950194
26930,0.6599611073333501,0.9011866374607472
26931,0.09900198267393791,0.33514351962472194
26932,0.06176554789323114,0.875557538174409
26933,0.09888840875900273,0.7465835882440652
26934,0.5643631714891368,0.7151515470879278
26935,0.1602045715177953,0.45554256894748624
26936,0.42256258245257944,0.18519780126318125
26937,0.2830576544771378,0.7588863107915813
26938,0.0856330482317552,0.056545540165802405
26939,0.04707626024471277,0.052598892251233806
26940,0.06426650486591048,0.1232050562628805
26941,0.053567331008164895,0.449663738157105
26942,0.5900033730786857,0.7916481308042886
26943,0.14019275629527006,0.6368777649063091
26944,0.07637927954189655,0.1501035085848749
26945,0.12371648078832684,0.5930525750210205
26946,0.1625288324349488,0.7310634284450291
26947,0.15336019563874279,0.6082490239426807
26948,0.015935523546970858,0.05054886863371784
26949,0.019902179548820526,0.04259656696765274
26950,0.03415996035012666,0.5130645524902346
26951,0.07669643264049131,0.3209136595307253
26952,0.8417994145953611,0.9490691936546864
26953,0.7816215415558578,0.97708159052072
26954,0.05075242184605482,0.1500550921778783
26955,0.170364534070093,0.5993912573768905
26956,0.11801431872946642,0.2642200413585857
26957,0.0285052887336884,0.9045044562819624
26958,0.3338746932630093,0.7833134239952929
26959,0.028052921657494942,0.22238646915214472
26960,0.04546243996062935,0.05765889106624631
26961,0.2160194870781562,0.5598641986334798
26962,0.18208683589761399,0.9271737616922124
26963,0.14482856804391406,0.27221921710119346
26964,0.09527083885435364,0.22981892031871082
26965,0.8168664229204894,0.9451128006482883
26966,0.013907703678487555,0.029618100045675232
26967,0.15506885560758013,0.44356214500730157
26968,0.04161204857409844,0.8206924069627833
26969,0.03783896783335137,0.1907422940621859
26970,0.6942667797883464,0.3484771019849671
26971,0.11059634853737448,0.3277404484317127
26972,0.007122148282657288,0.02189637459952959
26973,0.057762473802503524,0.13310631658619843
26974,0.09456980471118344,0.31361017296883326
26975,0.0723438310354673,0.6374672466717043
26976,0.8661488326795171,0.5802675150099181
26977,0.05577945933099305,0.3067657230547484
26978,0.01689027478112668,0.8075968393954478
26979,0.30355206116474454,0.6365145843799482
26980,0.04968516085241523,0.0805311162549023
26981,0.056035005371810685,0.2426921536998929
26982,0.7071117134113347,0.871181410225592
26983,0.1733156182073623,0.6230115255322504
26984,0.07940281431146057,0.1537686352310891
26985,0.018304125238685597,0.07869190140626256
26986,0.17810602981311208,0.6303582841506329
26987,0.07214999057986729,0.1735901971765321
26988,0.028449038077235395,0.10404596104219362
26989,0.3413452523241712,0.7650045259637211
26990,0.015504983629864447,0.064929615210546
26991,0.2116636999010198,0.46346372546675446
26992,0.2770391192143709,0.3999948018440106
26993,0.1414027276792149,0.851740932676676
26994,0.1846132692719898,0.4703001711211479
26995,0.1782712201484736,0.4806875569035329
26996,0.22485412557854112,0.283432785184699
26997,0.01858178780816612,0.06528814601118278
26998,0.04251121496664495,0.04835364588672315
26999,0.4555188547137186,0.5550438012771317
27000,0.126587177890147,0.38726725760274244
27001,0.043133564076424324,0.79391783143538
27002,0.008432698155485037,0.17932843293519476
27003,0.022202986325163526,0.049030291656253486
27004,0.09970878859212226,0.27190265426463095
27005,0.3744602276804658,0.7815641922240362
27006,0.7162359121153172,0.9234677993014012
27007,0.06465599424801065,0.1313552891344505
27008,0.042219454483557184,0.05599699819720088
27009,0.06343360276885682,0.2538806416927313
27010,0.05944610299372007,0.13188436583321705
27011,0.09625406220510435,0.13633900066280055
27012,0.29435749998086025,0.615984681680867
27013,0.11254779082861216,0.418815175131649
27014,0.02011294369688435,0.19399528470775348
27015,0.08162282860362736,0.20263515683066555
27016,0.16373212853567354,0.33418862812340694
27017,0.44001728006192337,0.6901998705576821
27018,0.08851733992213724,0.28682739607821417
27019,0.8961081233894806,0.9640877271223852
27020,0.2038728260840253,0.24173466875094768
27021,0.12513847976652165,0.5370976678905843
27022,0.16158600154773942,0.19268879570233358
27023,0.13731466483220633,0.1681404570165235
27024,0.1284766939234413,0.27313904386633836
27025,0.053638028226855844,0.01972651985780844
27026,0.0666220052291727,0.29302680784166246
27027,0.09089891558684242,0.7547721263710205
27028,0.36977033254315833,0.879437253252876
27029,0.11030545022980544,0.36533946895448316
27030,0.15954826000521896,0.24894937794377262
27031,0.2146118231812943,0.8185480949170204
27032,0.1797021400729717,0.46139846469287643
27033,0.30005380285587896,0.7291720272447838
27034,0.0077691222513247326,0.641170817780287
27035,0.23532079234390396,0.3877982101857612
27036,0.20689642120215682,0.7066642423239075
27037,0.6356247848024625,0.8126292229685694
27038,0.02866392458230428,0.030211205046761246
27039,0.7476134764592623,0.9297574341772621
27040,0.17900215625094867,0.1410512130331784
27041,0.13587738183853276,0.5461293777936167
27042,0.07319730003176837,0.5274620476213856
27043,0.5803840123126792,0.8089605666521774
27044,0.007773419639567782,0.0349803664538574
27045,0.16500771083787066,0.5731803467940654
27046,0.04579902097443,0.09643955488218113
27047,0.554485222149829,0.40565207280466486
27048,0.14948510378748564,0.32732929223364443
27049,0.2798666536795667,0.8987676677938347
27050,0.04761157059782106,0.568632380535662
27051,0.13037489246748207,0.258191004520993
27052,0.09827574849935626,0.23969257662390153
27053,0.8816782588813052,0.9652724289519368
27054,0.03385844507515167,0.062079032978630225
27055,0.11699249581619757,0.8522360419436023
27056,0.01860999548674051,0.03476245392430103
27057,0.025322596098373236,0.023950008647865763
27058,0.8205516668090359,0.8992694999878744
27059,0.0679888218685272,0.2188283545308839
27060,0.028834105827461265,0.43761788342853825
27061,0.08110935306225006,0.38002824614757036
27062,0.054047174370076737,0.5066234550990425
27063,0.06435357752516442,0.5595722270693025
27064,0.23392554739184682,0.48130596819017935
27065,0.06396890488096994,0.3761442927962737
27066,0.045105081026414695,0.5964904774310129
27067,0.4375964212593168,0.7494798105199284
27068,0.8714006525074901,0.9410566222261642
27069,0.5573233523296188,0.9488813677326547
27070,0.03153733457165569,0.05604463751148465
27071,0.05493938004408274,0.07900008260277264
27072,0.055290976547317856,0.7360289423165703
27073,0.026298311456266696,0.8559387431248344
27074,0.03917006229009846,0.28137556276544473
27075,0.7170733065423461,0.8548080974951785
27076,0.6107592798880168,0.7755563840846446
